input_utterance,intent,parameters,utterance_template,source,seed_id,selected_templates,selected_templates_related_paraphrases,p1,p1_template,p1_ted_to_selected_templates,p1_is_similar,p2,p2_template,p2_ted_to_selected_templates,p2_is_similar,p3,p3_template,p3_ted_to_selected_templates,p3_is_similar
I am looking for the latest scientific article related to Machine Learning,FindArticles,[],( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),ParaQuality,11,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",Could you find me the most recent scientific publication concerning Machine Learning?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,I would like to locate the newest scientific article that relates to Machine Learning.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False,Can you help me discover the most up-to-date scientific paper on Machine Learning?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
Create a comment saying ''Best Voice Ever'',CreateComment,"[['value', 'Best Voice Ever']]",( S ( VP ( VB ) ( NP ) ) ( '' ) ),ParaQuality,12,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",Compose a comment that reads 'The Best Vocals Ever',( S ( VP ( VB ) ( NP ) ) ( '' ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,Make a post with the content 'Most Amazing Voice',( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",False,Write a comment saying 'Unbelievable Singing Voice',( S ( VP ( VB ) ( NP ) ) ( '' ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True
Jump to the previous song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,13,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",Switch to the previous track,( S ( VP ( VB ) ( PP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 0.0}",True,Jump back to the song that played before this one,( S ( VP ( VB ) ( ADVP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 1.0}",True,Go back to the last played song,( S ( VP ( VB ) ( ADVP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 1.0}",True
Skip to the next song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,14,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",Move on to the following track,( S ( VP ( VB ) ( PRT ) ( PP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 1.0}",True,Jump to the next tune,( S ( VP ( VB ) ( PP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 0.0}",True,Proceed to the succeeding song,( S ( VP ( VB ) ( PP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 0.0}",True
Where can I upgrade my laptop ?,FindStores,"[['query', 'laptop']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),ParaQuality,15,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",Can you suggest any places where I can upgrade my laptop?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False,I need to find a location that offers laptop upgrades. Any ideas?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False,Where should I go to get the latest upgrades for my laptop?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( S ( VP ( VB ) ( PP ) ) )': 8.0}",False
Could you offer three barbershops in Newtown,FindStores,"[['location', 'Newtown']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ),ParaQuality,16,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",Can you provide me with three hair salons in Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False,I would like to know about three barber shops located in Newtown.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False,Could you recommend three barbershops that are available in Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
Let me have top three convenience stores near Newtown,FindStores,"[['location', 'Newtown'], ['business', 'convenience stores']]",( S ( VP ( VB ) ( S ) ) ),ParaQuality,17,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",I want to find the best three convenience stores in the vicinity of Newtown.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False,Can you show me a list of the top three convenience stores near Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,Please provide me with information on the three most convenient stores close to Newtown.,( S ( WHNP ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( S ( VP ( VB ) ( PP ) ) )': 4.0}",False
I want reviews for McDonald's at Kensington st.,GetReviews,"[['location', 'Kensington st.'], ['business', ""McDonald's""]]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( PP ) ) ( . ) ),ParaQuality,18,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",Please provide me with reviews of the McDonald's restaurant located at Kensington st.,( S ( WHNP ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( S ( VP ( VB ) ( PP ) ) )': 4.0}",False,I'm interested in reading reviews for the McDonald's establishment on Kensington st.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False,Can you show me some reviews for the McDonald's restaurant situated at Kensington st.?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False
How far is the closest cab,FindTaxi,[],( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ),ParaQuality,19,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",What is the distance to the nearest taxi?,( SBARQ ( WHNP ( WP ) ) ( SQ ( SQ ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False,Can you tell me how far away the closest cab is?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,I'd like to know the proximity of the nearest taxi.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False
Request a taxi from the airport to home,BookTaxi,"[['from', 'airport'], ['to', 'home']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),ParaQuality,20,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",Find a taxi to take me home from the airport.,( S ( VP ( VB ) ( NP ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True,Arrange for a taxi to pick me up at the airport and drop me off at my house.,( S ( VP ( VB ) ( PP ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 1.0}",True,Request transportation from the airport to my residence.,( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 3.0, '( S ( VP ( VB ) ( PP ) ) )': 3.0}",False
What is the forecast for Harrison-Crawford State Forest,GetWeather,"[['geographic_poi', 'Harrison-Crawford State Forest']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,21,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",Can you provide the weather forecast for Harrison-Crawford State Forest?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False,What does the forecast look like for Harrison-Crawford State Forest?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( S ( VP ( VB ) ( PP ) ) )': 8.0}",False,I would like to know what the weather will be in Harrison-Crawford State Forest.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False
what is the forecast for colder in Anston,GetWeather,"[['condition_temperature', 'colder'], ['city', 'Anston']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,22,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",Can you tell me the weather forecast for colder in Anston?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,What is the prediction for colder conditions in Anston?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,Could you provide me with the forecast for cooler weather in Anston?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
How hot is it in Pesotum,GetWeather,"[['condition_temperature', 'hot'], ['city', 'Pesotum']]",( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ( NP ) ( PP ) ) ),SNIPS,23,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']",What is the temperature in Pesotum?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,Can you tell me the current temperature in Pesotum?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False,I'd like to know how hot it is in Pesotum.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",BookRestaurant,"[['restaurant_type', 'pub'], ['served_dish', 'italian dressing'], ['party_size_number', '5'], ['timeRange', 'February 11, 2033']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,24,"['( S ( VP ( VB ) ( NP ) ) )', '( S ( VP ( VB ) ( PP ) ) )']","['Include this musician called Kirk Hammett in my playlist Party', 'Skip to the succeeding tune']","Can you suggest a pub that serves Italian dressing for a party of 5 on February 11, 2033?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False,"I need a recommendation for a pub with Italian dressing where I can have a party of 5 on February 11, 2033.",( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False,Could you find me a place to host my party for 5 people at a pub serving italian dressing on February the eleventh in the year twenty thirty three?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False
