input_utterance,utterance_template,intent,seed_id,source,paraphrase_value,paraphrase_template,bertscore,ted,duplicate,semantics,selected_templates_related_paraphrases,ted_to_selected_templates,_is_similar
I am looking for the latest scientific article related to Machine Learning,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),FindArticles,11,ParaQuality,Can you find me the most recent scientific paper about Machine Learning?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.87113047,6.0,False,True,"['discover Fox Theatres showcasingThe Caretaker', 'Can you show me The Wedding Ring movie playing at the cinema?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 0.0}",True
Create a comment saying ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ),CreateComment,12,ParaQuality,Generate a remark that says 'The voice is exceptional!',( S ( VP ( VB ) ( NP ) ) ( . ) ( '' ) ),0.89442194,1.0,False,True,"['Compose a comment expressing praise for the excellent voice', 'Can you tell me the cheapest price for a flight from Denver to Pittsburgh?']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
Jump to the previous song,( S ( VP ( VB ) ( PP ) ) ),NavigatePlaylist,13,ParaQuality,Skip to the previous track,( S ( VP ( VB ) ( PP ) ) ),0.97793174,0.0,False,True,"['Discover cooking tutorials', 'Can you find me the cheapest fare for a one-way trip from Boston to Baltimore?']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",True
Skip to the next song,( S ( VP ( VB ) ( PP ) ) ),NavigatePlaylist,14,ParaQuality,Move on to the next track,( S ( VP ( VB ) ( PRT ) ( PP ) ) ),0.93580174,1.0,False,True,"['find places that have Join the Dots: B-sides and Rarities', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",True
Where can I upgrade my laptop ?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),FindStores,15,ParaQuality,Is there a place where I can improve my laptop?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) ),0.909902,7.0,False,True,"['Find videos about cooking', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
Could you offer three barbershops in Newtown,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ),FindStores,16,ParaQuality,Can you recommend three hair salons in Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.91416675,2.0,False,True,"['Compose a comment expressing praise for the excellent voice', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
Let me have top three convenience stores near Newtown,( S ( VP ( VB ) ( S ) ) ),FindStores,17,ParaQuality,Can you find the best three convenience stores in Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.911386,6.0,False,True,"['locate Fox Theatres that are showing The Caretaker', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
I want reviews for McDonald's at Kensington st.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( PP ) ) ( . ) ),GetReviews,18,ParaQuality,Can you give me some feedback on McDonald's located at Kensington st.?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.91910464,4.0,False,True,"['include Kirk Hammett in my Party playlist', 'Can you show me the most recent scientific paper on Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 0.0}",True
How far is the closest cab,( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ),FindTaxi,19,ParaQuality,What is the distance to the nearest taxi?,( SBARQ ( WHNP ( WP ) ) ( SQ ( SQ ) ) ( . ) ),0.9127883,7.0,False,True,"['Discover the most popular images with the #LOVE tag', 'Can you show me the top three convenience stores close to Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
Request a taxi from the airport to home,( S ( VP ( VB ) ( NP ) ( PP ) ) ),BookTaxi,20,ParaQuality,I'd like to book a cab from the airport to my place.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.9250615,6.0,False,True,"['Locate several lovely images that correspond to Opera House and have a size of 1024 pixels by 768 pixels', 'Can you find me the cheapest fare for a one-way trip from Boston to Baltimore?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
what is the forecast for colder in Anston,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),GetWeather,22,SNIPS,I'm curious about any upcoming changes regarding temperature conditions from warm to cool at this place 'Anson'.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( '' ) ( . ) ),0.8617711,7.0,False,True,"['Craft a comment stating that it is the best voice of all time', 'Can you show me the most recent scientific paper on Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",False
How hot is it in Pesotum,( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ( NP ) ( PP ) ) ),GetWeather,23,SNIPS,What is the temperature in Pesotum?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( PP ) ) ( . ) ),0.94208604,5.0,False,True,"['display the list of airlines operating between Boston and Denver', 'Can you find me a pub that serves Italian dressing for a party of 5 on February 11, 2033?']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),BookRestaurant,24,SNIPS,"Can you suggest a pub that serves Italian dressing for a group of 5 people on February 11, 2033?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.9259225,5.0,False,True,"['find places that have Join the Dots: B-sides and Rarities', 'Can you give me information about three barbershops located in Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
Book a taverna in Equatorial Guinea this month for nine people.,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),BookRestaurant,25,SNIPS,Reserve a restaurant in Equatorial Guinea for a group of nine people this month.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.96197444,1.0,False,True,"['Find the trending photos tagged as #LOVE', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 4.0}",True
Book a table for eight people please,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),BookRestaurant,26,SNIPS,"Reserve a table for a party of eight, please.","( S ( VP ( VB ) ( NP ) ( , ) ( ADVP ) ) ( . ) )",0.9558829,2.0,False,True,"['add the artist named Kirk Hammett to the Party playlist', 'Can you tell me the least expensive one-way fare from Boston to Baltimore?']","{'( S ( VP ( VB ) ( NP ) ) )': 3.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
Please add Ruud Jolie to my playlist Guest List Polygon,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),AddToPlaylist,27,SNIPS,Can you include Ruud Jolie in my Guest List Polygon playlist?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.91939557,6.0,False,True,"['Find videos about cooking', 'Can you tell me the schedule for Crime and Punishment U.S.A.?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
add this artist named Kirk Hammett to my playlist Party,( S ( VP ( VB ) ( NP ) ( PP ) ) ),AddToPlaylist,28,SNIPS,Put this artist called Kirk Hammett on my Party playlist.,( S ( VP ( VB ) ( NP ) ( S ) ) ( . ) ),0.9553052,2.0,False,True,"['include this musician called Kirk Hammett in my playlist Party', 'Can you tell me the current temperature in Pesotum?']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",True
I want to put a copy of this tune into Skatepark Punks,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),AddToPlaylist,29,SNIPS,I need assistance in placing a copy of this song into Skatepark Punks.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( PP ) ) ( . ) ),0.95346045,3.0,False,True,"['Discover the trending photos marked with #LOVE', 'Can you find me the most recent scientific publication about Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 4.0}",False
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),RateBook,30,SNIPS,'with south india based fiction movie'screenplay writer willbee')s 6 chapter series 'the american civilwar' document their was one named novel 'virginia',( S ( `` ) ( PP ( IN ) ( NP ) ) ( -RRB- ) ( NP ( NP ) ( `` ) ( NP ) ( '' ) ) ),0.8065247,10.0,False,True,"['locate Fox Theatres that show The Caretaker', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']","{'( S ( VP ( VB ) ( NP ) ) )': 9.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 10.0}",False
Rate this album two out of 6,( S ( VP ( VB ) ( NP ) ( NP ) ) ),RateBook,31,SNIPS,Tell me how much do you like it. For me personally 2 stars are enough.,( S ( S ( VP ) ) ( . ) ( S ( PP ) ( NP ) ( VP ) ) ( . ) ),0.8372174,6.0,False,True,"['Discover the most popular images with the #LOVE tag', 'Could you show me 5 conference articles on the topic of text mining?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False
Give the current part of the saga 4 points out of 6.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),RateBook,32,SNIPS,"I want to evaluate this section, can I give it four points over six in general?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )",0.86978215,5.0,False,True,"['find all the airlines that fly from Boston to Denver', 'Can you tell me the meaning of ls?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
Can you play some fifties music by lavern baker,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),PlayMusic,33,SNIPS,Can you please play lavern baker's fifties music?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( S ) ) ( . ) ),0.919475,4.0,False,True,"['Find videos about cooking', 'Can you find me the most recent scientific publication about Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 3.0}",True
Play a 1964 track from Shahram Nazeri on Pandora.,( S ( VP ( VB ) ( NP ) ) ( . ) ),PlayMusic,34,SNIPS,Start playing a song from Shahram Nazeri released in 1964 on Pandora.,( S ( VP ( VB ) ( S ) ) ( . ) ),0.95328546,1.0,False,True,"['list all the airlines that have flights from boston to atlanta', 'Can you show me the best three convenience stores around Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
Please play me some Satire music,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),PlayMusic,35,SNIPS,"I'd like to listen to Satire music, can you find it for me?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )",0.8925357,6.0,False,True,"['Discover the most popular images with the #LOVE tag', 'Can you tell me the cheapest price for a flight from Denver to Pittsburgh?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
When is Crime and Punishment U.S.A. showing?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),SearchScreeningEvent,36,SNIPS,What are the showtimes for Crime and Punishment U.S.A.?,( SBARQ ( WHNP ( WP ) ) ( VP ( VBP ) ( NP ) ) ( . ) ),0.91589195,5.0,False,True,"['Retrieve a handful of lovely photographs that match Opera House, measuring 1024 pixels in width and 768 pixels in height', 'Can you tell me the proximity of the closest taxi?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",False
find Fox Theatres with The Caretaker,( S ( VP ( VB ) ( NP ) ( PP ) ) ),SearchScreeningEvent,37,SNIPS,search for Fox Theatres showing The Caretaker,( NP ( NP ( NP ) ( PP ) ) ( VP ( VBG ) ( NP ) ) ),0.9463729,6.0,False,True,"['locate Fox Theatres that are currently presenting The Caretaker', 'Can you find me a pub with Italian dressing where I can host a party for 5 people on February 11, 2033?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False
I would like to watch The Wedding Ring at the movie theatre,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SearchScreeningEvent,38,SNIPS,Could you help me find a screening of The Wedding Ring at a local cinema?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),0.90588003,5.0,False,True,"['Find videos on cooking', 'Can you find me a pub that serves Italian dressing for a group of 5 people on February 11, 2033?']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True
I want to read the book The Lion Sleeps Tonight,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SearchCreativeWork,39,SNIPS,"'Sleeping Jungle: A Study on Mufasa’s Odyssey',","( NP ( `` ) ( NP ( NP ) ( : ) ( NP ) ( '' ) ) ( , ) )",0.84870416,8.0,False,True,"['Find the trending photos tagged as #LOVE', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
Where can I buy a used copy of the game called I Lie Around?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),SearchCreativeWork,41,SNIPS,Is there any place where I can purchase a pre-owned edition of the game named I Lie Around?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) ),0.93282974,7.0,False,True,"['Locate the most popular pictures with the #LOVE tag', 'Can you find me a copy of The Lion Sleeps Tonight book?']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
please give me the cheapest flight from denver to pittsburgh,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),flight,42,ATIS,"Find the least expensive flight from Denver to Pittsburgh, please.","( S ( VP ( VB ) ( NP ) ( , ) ( ADVP ) ) ( . ) )",0.9237972,5.0,False,True,"['Locate the top-rated pictures that are labeled with #LOVE', 'Can you show me the top three convenience stores close to Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 3.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),flight,43,ATIS,"Is there availability for flights going from Milwaukee to Orlando? Ideally, I would like the options of leaving either late afternoon/early evening on Wednesday or early in the morning on Tursday","( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) ( ADVP ( RB ) ) ( , ) ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) )",0.8979351,13.0,False,True,"['discover places with Join the Dots: B-sides and Rarities', 'Can you find me the most recent scientific paper about Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 15.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 13.0}",False
what is the lowest fare from denver to pittsburgh,( SBAR ( WHNP ( WP ) ) ( S ( VP ) ) ),airfare,44,ATIS,Let me know what is the cheapest rate available when going from Denver to Pittsburgh.,( S ( VP ( VB ) ( S ) ) ( . ) ),0.89910847,4.0,False,True,"['Retrieve several high-quality photographs that are similar to Opera House and have a size of 1024 pixels by 768 pixels', 'Can you tell me the lowest cost for a single journey from Boston to Baltimore?']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
what is the cheapest one way fare from boston to baltimore,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),airfare,45,ATIS,What is the minimum priced unidirectional fee when I travel starting somewhere called 'boston' till another place named 'baltimore' only by road or rail transport service? ,( FRAG ( SBARQ ( WHNP ) ( VP ) ( '' ) ) ( PP ( IN ) ( NP ) ) ( '' ) ( PP ( ADVP ) ( IN ) ( NP ) ) ( . ) ),0.87130296,12.0,False,True,"['locate Fox Theatres that show The Caretaker', ""Can you give me the reviews for the McDonald's located at Kensington st.?""]","{'( S ( VP ( VB ) ( NP ) ) )': 13.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 12.0}",False
what is the ground transportation from oakland to san francisco,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),ground_service,46,ATIS,"I want to go from oakland to san franciso, how should I travel?",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),0.9051873,5.0,False,True,"['locate Fox Theatres featuring The Caretaker', 'Can you show me the most recent scientific paper on Machine Learning?']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
can i get a rental car in dallas,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),ground_service,47,ATIS,Is it possible to rent a car in Dallas?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( S ( VP ) ) ( . ) ),0.91244423,7.0,False,True,"['find albums with B-sides and Rarities from Join the Dots', 'Can you give me information about three barbershops located in Newtown?']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False
what airlines fly between boston and atlanta,( SBAR ( WHNP ( WP ) ) ( S ( NP ) ( VP ) ) ),airline,48,ATIS,get details on which airlines serve routes between Boston and Atlanta,( S ( VP ( VB ) ( NP ) ) ),0.9033872,4.0,False,True,"['find showtimes for the movie The Caretaker at Fox Theatres', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']","{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
