seed_id,intent,input_utterance,paraphrase_value,parameters,is_correct,source,bert_score,utterance_template,paraphrase_template,ted,duplicate,semantics
1,EndEC2Instance,Terminate i-a541 now,i-a541 must be terminated immediately.,"[['VM', 'i-a541']]",1,ParaQuality,0.24521059,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),( S ( NP ( NN ) ) ( VP ( MD ) ( VP ) ) ( . ) ),6.0,False,False
1,EndEC2Instance,Terminate i-a541 now,Cancel i-a541 now,"[['VM', 'i-a541']]",1,ParaQuality,0.3786055,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),0.0,False,False
1,EndEC2Instance,Terminate i-a541 now,Finish i-a541 now,"[['VM', 'i-a541']]",1,ParaQuality,0.34941104,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),( S ( VP ( NN ) ( NP ) ( ADVP ) ) ),1.0,False,False
1,EndEC2Instance,Terminate i-a541 now,Close i-a541 now,"[['VM', 'i-a541']]",1,ParaQuality,0.36742052,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),0.0,False,False
1,EndEC2Instance,Terminate i-a541 now,End i-a541 now,"[['VM', 'i-a541']]",1,ParaQuality,0.3855162,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),( S ( NP ( NN ) ( NN ) ) ( ADVP ( RB ) ) ),5.0,False,False
1,EndEC2Instance,Terminate i-a541 now,Stop i-a541 now,"[['VM', 'i-a541']]",1,ParaQuality,0.37664512,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),0.0,False,False
1,EndEC2Instance,Terminate i-a541 now,Discontinue i-a541 now,"[['VM', 'i-a541']]",1,ParaQuality,0.28736117,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),0.0,False,False
1,EndEC2Instance,Terminate i-a541 now,Eliminate i-a541 now,"[['VM', 'i-a541']]",1,ParaQuality,0.33525947,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),0.0,False,False
1,EndEC2Instance,Terminate i-a541 now,Kill i-a541 now,"[['VM', 'i-a541']]",1,ParaQuality,0.36464787,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),0.0,False,False
1,EndEC2Instance,Terminate i-a541 now,Destroy i-a541 right now,"[['VM', 'i-a541']]",1,ParaQuality,0.33284703,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),0.0,False,False
1,EndEC2Instance,Terminate i-a541 now,How to terminate i-a541 key board,"[['VM', 'i-a541']]",0,ParaQuality,0.426525,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),( SBAR ( WHADVP ( WRB ) ) ( S ( VP ) ) ),5.0,False,False
1,EndEC2Instance,Terminate i-a541 now,Who makes i-a541 key board,"[['VM', 'i-a541']]",0,ParaQuality,0.2887113,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),5.0,False,False
1,EndEC2Instance,Terminate i-a541 now,What is the price of i-a541 keyboard,"[['VM', 'i-a541']]",0,ParaQuality,0.27271733,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),( SBARQ ( WHNP ( WP ) ) ( VP ( VBZ ) ( NP ) ) ),5.0,False,False
2,SearchWeb,Search for cooking videos,Look for cooking videos online,"[['query', 'cooking videos']]",1,ParaQuality,0.41394573,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PP ) ( ADVP ) ) ),5.0,False,False
2,SearchWeb,Search for cooking videos,Find me cooking videos online,"[['query', 'cooking videos']]",1,ParaQuality,0.19944999,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( S ) ) ),5.0,False,False
2,SearchWeb,Search for cooking videos,Bring up for me cooking videos on the net,"[['query', 'cooking videos']]",1,ParaQuality,0.1680666,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PRT ) ( PP ) ( S ) ) ),5.0,False,False
2,SearchWeb,Search for cooking videos,find Cooking VIDEOS,"[['query', 'cooking videos']]",1,ParaQuality,0.3710521,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),4.0,False,False
2,SearchWeb,Search for cooking videos,look for COOKING VIDEOS,"[['query', 'cooking videos']]",1,ParaQuality,0.45676485,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PP ) ) ),4.0,False,False
2,SearchWeb,Search for cooking videos,check for COOKING VIDEOS,"[['query', 'cooking videos']]",1,ParaQuality,0.4395913,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PP ) ) ),4.0,False,False
2,SearchWeb,Search for cooking videos,Seek for cooking videos.,"[['query', 'cooking videos']]",1,ParaQuality,0.47406486,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PP ) ) ( . ) ),5.0,False,False
2,SearchWeb,Search for cooking videos,Find for cooking videos.,"[['query', 'cooking videos']]",1,ParaQuality,0.45853066,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PP ) ) ( . ) ),5.0,False,False
2,SearchWeb,Search for cooking videos,Browse for cooking videos.,"[['query', 'cooking videos']]",1,ParaQuality,0.47366717,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PP ) ) ( . ) ),5.0,False,False
2,SearchWeb,Search for cooking videos,Cooking videos search,"[['query', 'cooking videos']]",1,ParaQuality,0.3386269,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( NP ( VBG ) ( NNS ) ) ( VP ( VBP ) ) ),6.0,False,False
2,SearchWeb,Search for cooking videos,cooking videos finding,"[['query', 'cooking videos']]",1,ParaQuality,-0.0076826853,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( NP ( VBG ) ( NNS ) ) ( VP ( NN ) ) ),6.0,False,False
2,SearchWeb,Search for cooking videos,Looking for Cooking videos,"[['query', 'cooking videos']]",1,ParaQuality,0.45634988,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VBG ) ( PP ) ) ),5.0,False,False
2,SearchWeb,Search for cooking videos,Check for cooking videos,"[['query', 'cooking videos']]",1,ParaQuality,0.4395913,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PP ) ) ),4.0,False,False
2,SearchWeb,Search for cooking videos,Seek for cooking videos,"[['query', 'cooking videos']]",1,ParaQuality,0.4447775,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PP ) ) ),4.0,False,False
2,SearchWeb,Search for cooking videos,Hunt for cooking videos,"[['query', 'cooking videos']]",0,ParaQuality,0.44937706,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( NNP ) ) ( PP ( IN ) ( NP ) ) ),1.0,False,False
2,SearchWeb,Search for cooking videos,I need cooking videos,"[['query', 'cooking videos']]",1,ParaQuality,0.26243076,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ) ),4.0,False,False
2,SearchWeb,Search for cooking videos,I would like to have cooking videos,"[['query', 'cooking videos']]",1,ParaQuality,0.1581092,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),5.0,False,False
2,SearchWeb,Search for cooking videos,I am looking for cooking videos,"[['query', 'cooking videos']]",1,ParaQuality,0.3418668,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),5.0,False,False
2,SearchWeb,Search for cooking videos,find cooking videos,"[['query', 'cooking videos']]",1,ParaQuality,0.3710521,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),4.0,False,False
2,SearchWeb,Search for cooking videos,source for cooking videos,"[['query', 'cooking videos']]",1,ParaQuality,0.4398498,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( NN ) ) ( PP ( IN ) ( NP ) ) ),1.0,False,False
2,SearchWeb,Search for cooking videos,explore cooking videos,"[['query', 'cooking videos']]",1,ParaQuality,0.37569192,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),4.0,False,False
2,SearchWeb,Search for cooking videos,Easy and simple cooking videos,"[['query', 'cooking videos']]",0,ParaQuality,0.15652986,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( NP ( ADJP ( JJ ) ( CC ) ( JJ ) ) ( NN ) ( NNS ) ),7.0,False,False
2,SearchWeb,Search for cooking videos,English cooking videos,"[['query', 'cooking videos']]",0,ParaQuality,0.36474356,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( NP ( JJ ) ( NN ) ( NNS ) ),5.0,False,False
2,SearchWeb,Search for cooking videos,How to make a pizza cooking videos,"[['query', 'cooking videos']]",0,ParaQuality,0.1020073,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( SBARQ ( WHADVP ( WRB ) ) ( S ( VP ) ) ),6.0,False,False
3,SearchWeb,Find most popular photos tagged #LOVE,search for pictures with hashtag #LOVE,"[['Tag', '#LOVE']]",1,ParaQuality,0.38275763,( S ( VP ( VB ) ( NP ) ) ),( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),4.0,False,False
3,SearchWeb,Find most popular photos tagged #LOVE,which photos with a hashtag #LOVE are the most popular?,"[['Tag', '#LOVE']]",1,ParaQuality,0.4257537,( S ( VP ( VB ) ( NP ) ) ),( S ( SBAR ( WHNP ) ( S ) ) ( NP ( NN ) ) ( VP ( VBP ) ) ( VP ( VBP ) ( NP ) ) ( . ) ),8.0,False,False
3,SearchWeb,Find most popular photos tagged #LOVE,discover attractive pictures label #LOVE,"[['Tag', '#LOVE']]",1,ParaQuality,0.38817763,( S ( VP ( VB ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),0.0,False,False
3,SearchWeb,Find most popular photos tagged #LOVE,observe beloved snaps mark #LOVE,"[['Tag', '#LOVE']]",0,ParaQuality,0.29378027,( S ( VP ( VB ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),0.0,False,False
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Picturesque photos of Opera House with a 1024px * 768px.,"[['size', '1024px * 768px'], ['query', 'Opera House']]",0,ParaQuality,0.47760564,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( JJ ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( PP ( IN ) ( NP ) ) ( . ) ),6.0,False,False
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,How good is Opera House size in 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",0,ParaQuality,0.35665298,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ) ( NP ( NP ) ( PP ) ) ),9.0,False,False
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Tell me burglar alarms in the office are functioning well or not?,"[['location', 'office']]",1,ParaQuality,0.40952766,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( S ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),11.0,False,False
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Do the office alarms for burglars function?,"[['location', 'office']]",1,ParaQuality,0.39248618,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ) ( VP ( NNS ) ( PP ) ) ( VP ( VB ) ) ( . ) ),5.0,False,False
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,What's the working condition of the office burglar alarms?,"[['location', 'office']]",1,ParaQuality,0.41297382,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SBARQ ( WHNP ( WP ) ) ( SQ ( SQ ) ) ( . ) ),11.0,False,False
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Is the alarms warning against the thiefs in  the office not working ?,"[['location', 'office']]",0,ParaQuality,0.40463498,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBZ ) ( NP ( DT ) ( NNS ) ) ( VP ( NN ) ( PP ) ( S ) ) ( . ) ),7.0,False,False
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,are the warning alarm dont working in the office for the thiefs ?,"[['location', 'office']]",0,ParaQuality,0.4175141,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NN ) ) ( VP ( IN ) ( S ) ) ( . ) ),5.0,False,False
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Is the alarm not working for thiesfs in the office ?,"[['location', 'office']]",0,ParaQuality,0.34598818,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( RB ) ( VP ( VBG ) ( PP ) ) ( . ) ),6.0,False,False
6,CheckDevice,Is the TV in the house off ?,has the tv been switched off the house?,"[['device', 'TV']]",1,ParaQuality,0.49040884,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( VP ( VBN ) ( VP ) ) ( . ) ),5.0,False,False
6,CheckDevice,Is the TV in the house off ?,Is the TV switched off?,"[['device', 'TV']]",1,ParaQuality,0.46917567,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( VP ( VBN ) ( PRT ) ) ( . ) ),5.0,False,False
6,CheckDevice,Is the TV in the house off ?,Is the TV state shut off?,"[['device', 'TV']]",1,ParaQuality,0.29376367,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBZ ) ( NP ( DT ) ( NN ) ( NN ) ) ( VP ( VBN ) ( PRT ) ) ( . ) ),6.0,False,False
6,CheckDevice,Is the TV in the house off ?,Is my TV turned off?,"[['device', 'TV']]",1,ParaQuality,0.3992754,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBZ ) ( NP ( PRP$ ) ( NN ) ) ( VP ( VBN ) ( PRT ) ) ( . ) ),6.0,False,False
6,CheckDevice,Is the TV in the house off ?,Can you check if the TV is on or off,"[['device', 'TV']]",0,ParaQuality,0.28580514,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( SBAR ) ) ),9.0,False,False
6,CheckDevice,Is the TV in the house off ?,Is the TV still left on?,"[['device', 'TV']]",1,ParaQuality,0.36912134,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( ADVP ( RB ) ) ( VP ( VBN ) ( PP ) ) ( . ) ),6.0,False,False
6,CheckDevice,Is the TV in the house off ?,Whats the status of the TV. Is it on or off?,"[['device', 'TV']]",1,ParaQuality,0.35648805,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( FRAG ( WHNP ( WP ) ) ( NP ( NP ) ( PP ) ) ( . ) ( SQ ( VBZ ) ( NP ) ( ADVP ) ) ( . ) ),11.0,False,False
6,CheckDevice,Is the TV in the house off ?,"What is the status of the TV in the house, on or off?","[['device', 'TV']]",1,ParaQuality,0.41664,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),9.0,False,False
6,CheckDevice,Is the TV in the house off ?,Is the tv turned off?,"[['device', 'TV']]",1,ParaQuality,0.48613873,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( VP ( VBN ) ( PRT ) ) ( . ) ),5.0,False,False
6,CheckDevice,Is the TV in the house off ?,Check if the tv is turned off,"[['device', 'TV']]",1,ParaQuality,0.30089048,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( S ( VP ( VB ) ( SBAR ) ) ),11.0,False,False
6,CheckDevice,Is the TV in the house off ?,Did you turned off the tv?,"[['device', 'TV']]",1,ParaQuality,0.36323273,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBD ) ( NP ( PRP ) ) ( VP ( VBN ) ( PRT ) ( NP ) ) ( . ) ),8.0,False,False
6,CheckDevice,Is the TV in the house off ?,"In the house, is the TV swift off?","[['device', 'TV']]",1,ParaQuality,0.4443851,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),"( SQ ( PP ( IN ) ( NP ) ) ( , ) ( VBZ ) ( NP ( DT ) ( NN ) ) ( VP ( NN ) ( ADVP ) ) ( . ) )",9.0,False,False
6,CheckDevice,Is the TV in the house off ?,Make sure the TV is turned off.,"[['device', 'TV']]",1,ParaQuality,0.3303735,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( S ( VP ( VB ) ( ADJP ) ) ( . ) ),10.0,False,False
6,CheckDevice,Is the TV in the house off ?,Did you turned off the TV?,"[['device', 'TV']]",1,ParaQuality,0.36323273,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBD ) ( NP ( PRP ) ) ( VP ( VBN ) ( PRT ) ( NP ) ) ( . ) ),8.0,False,False
6,CheckDevice,Is the TV in the house off ?,Let me know the TV in the house is turned off or not.,"[['device', 'TV']]",1,ParaQuality,0.41986543,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( S ( VP ( VB ) ( S ) ) ( . ) ),10.0,False,False
6,CheckDevice,Is the TV in the house off ?,Who turned off the TV?,"[['device', 'TV']]",0,ParaQuality,0.36848778,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SBARQ ( WHNP ( WP ) ) ( SQ ( VP ) ) ( . ) ),10.0,False,False
6,CheckDevice,Is the TV in the house off ?,Why the TV is not playing?,"[['device', 'TV']]",0,ParaQuality,0.360144,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SBAR ( WHADVP ( WRB ) ) ( S ( NP ) ( VP ) ) ( . ) ),9.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Which affordable hotel near Seattle can host 2 tomorrow,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.33451396,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( S ( WHNP ( WHNP ) ( PP ) ) ( VP ( MD ) ( VP ) ) ),7.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Do you know of any cheap hotels that 2 can visit tomorrow near Seattle?,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.38254327,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( PP ) ) ( . ) ),8.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Recommend an available hotel tomorrow near Seattle that is not expensive for 2,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.41162863,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ( SBAR ) ) ),8.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,suggest any hotel with cheap room rate for 2 for tomorrow near Seattle,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.44953138,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),6.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Inexpensive hotel near Seattle for tomorrow 2 people,"[['location', 'Seattle'], ['num_of_guests', '2']]",0,ParaQuality,0.18479341,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( JJ ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PP ( IN ) ( NP ) ) ),5.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Inexpensive hotel for 2 person near Seattle,"[['location', 'Seattle'], ['num_of_guests', '2']]",0,ParaQuality,0.24005125,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( JJ ) ( NN ) ) ( PP ( IN ) ( NP ) ) ),2.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,2 people hotel near Seattle inexpensive,"[['location', 'Seattle'], ['num_of_guests', '2']]",0,ParaQuality,0.07426819,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( S ( NP ( CD ) ( NNS ) ) ( VP ( NN ) ( PP ) ) ( JJ ) ),6.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Any pocket friendly hotel around Seattle at tomorrow at 2pm?,"[['location', 'Seattle'], ['num_of_guests', '2']]",0,ParaQuality,0.17702632,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( DT ) ( ADJP ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PP ( IN ) ( NP ) ) ( PP ( IN ) ( NP ) ) ( . ) ),9.0,False,False
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Any cheap hotel around Seattle for tomorrow at 2pm?,"[['location', 'Seattle'], ['num_of_guests', '2']]",0,ParaQuality,0.42842183,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( DT ) ( JJ ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PP ( IN ) ( NP ) ) ( PP ( IN ) ( NP ) ) ( . ) ),9.0,False,False
