seed_id,intent,input_utterance,paraphrase_value,parameters,is_correct,source,bert_score,utterance_template,paraphrase_template,ted,duplicate,semantics
3,SearchWeb,Find most popular photos tagged #LOVE,What are the most popular photos tagged #Love?,"[['Tag', '#LOVE']]",1,ParaQuality,0.54690135,( S ( VP ( VB ) ( NP ) ) ),( SBARQ ( WHNP ( WP ) ) ( SQ ( VP ) ) ( . ) ),6.0,False,True
3,SearchWeb,Find most popular photos tagged #LOVE,Search for most popular photos tagged #Love.,"[['Tag', '#LOVE']]",1,ParaQuality,0.72679317,( S ( VP ( VB ) ( NP ) ) ),( S ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( NP ) ) ( . ) ),5.0,False,True
3,SearchWeb,Find most popular photos tagged #LOVE,Which most popular photos tagged #love?,"[['Tag', '#LOVE']]",1,ParaQuality,0.6001514,( S ( VP ( VB ) ( NP ) ) ),( SBAR ( WHNP ( WDT ) ( ADJP ) ( NNS ) ) ( SQ ( VP ) ) ( . ) ),8.0,False,True
3,SearchWeb,Find most popular photos tagged #LOVE,top popular photos with a tag #LOVE,"[['Tag', '#LOVE']]",0,ParaQuality,0.50541186,( S ( VP ( VB ) ( NP ) ) ),( NP ( NP ( JJ ) ( JJ ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),7.0,False,True
3,SearchWeb,Find most popular photos tagged #LOVE,the most trending photos tagged  #LOVE,"[['Tag', '#LOVE']]",0,ParaQuality,0.54839766,( S ( VP ( VB ) ( NP ) ) ),( S ( NP ( NP ) ( VP ) ) ( VP ( VBP ) ) ),5.0,False,True
3,SearchWeb,Find most popular photos tagged #LOVE,locate prominent pics tagged #LOVE,"[['Tag', '#LOVE']]",1,ParaQuality,0.5053857,( S ( VP ( VB ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),0.0,False,True
3,SearchWeb,Find most popular photos tagged #LOVE,Find best photos tagged #LOVE,"[['Tag', '#LOVE']]",1,ParaQuality,0.5944546,( S ( VP ( VB ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),0.0,False,True
3,SearchWeb,Find most popular photos tagged #LOVE,Show most liked images tagged #LOVE,"[['Tag', '#LOVE']]",1,ParaQuality,0.6053044,( S ( VP ( VB ) ( NP ) ) ),( S ( NP ( VB ) ) ( NP ( NP ) ( VP ) ) ),4.0,False,True
3,SearchWeb,Find most popular photos tagged #LOVE,Display most popular images with the tag #LOVE,"[['Tag', '#LOVE']]",1,ParaQuality,0.59875643,( S ( VP ( VB ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),0.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,I want to see the nice photos of Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.6219567,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),5.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Where can I see the nice photos matching Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",0,ParaQuality,0.6232867,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ),6.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Here's a few nice photos matching Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",0,ParaQuality,0.7196685,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( SINV ( ADVP ( RB ) ) ( VP ( VBZ ) ) ( NP ( NP ) ( VP ) ) ),8.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Look for some nice photos matching Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.7467613,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PP ) ) ),4.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Search for some nice pictures matching Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.7355068,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),0.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Search for some nice photographs matching Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.7436305,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),0.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Search for some beautiful photos matching Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.72528696,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PP ) ) ),4.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Look for a few good photos matching Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.78259736,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PP ) ) ),4.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Find a few awesome photos matching Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.7233163,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),4.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Search for nice Opera House photos with 1024px * 768px.,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.6142023,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PP ) ) ( . ) ),5.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Search for attractive Opera House photos with 1024px * 768px.,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.57379496,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ( . ) ),1.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Nice Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",0,ParaQuality,0.5829694,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( NNP ) ( NNP ) ( NNP ) ) ( PP ( IN ) ( NP ) ) ),3.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Nice photos in Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",0,ParaQuality,0.57253313,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( JJ ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( PP ( IN ) ( NP ) ) ),5.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Can you search few nice photos matching Opera House with size 1024px * 768px?,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.71030545,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),6.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,"Few photos matching Opera House with size 1024px * 768px, please?","[['size', '1024px * 768px'], ['query', 'Opera House']]",0,ParaQuality,0.6299396,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),"( NP ( NP ( JJ ) ( NNS ) ) ( VP ( VBG ) ( NP ) ( PP ) ( NFP ) ( NP ) ( , ) ( INTJ ) ) ( . ) )",10.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Where are I can search photos matching Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",0,ParaQuality,0.5988391,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( SBARQ ( WHADVP ( WRB ) ) ( SQ ( VBP ) ( NP ) ( VP ) ) ),6.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Find a few nice photos related to Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.6886948,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),4.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Look for a few nice photos similar to Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.71777487,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( PP ) ) ),4.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Find few nice photos like Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.66019887,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),4.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,find a few nice photos matching Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.7544451,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),4.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,explore some nice photos matching Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.7343438,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),4.0,False,True
4,SearchWeb,Search for a few nice photos matching Opera House with size 1024px * 768px,Source a few nice photos matching Opera House with size 1024px * 768px,"[['size', '1024px * 768px'], ['query', 'Opera House']]",1,ParaQuality,0.7508481,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),( S ( NP ( NN ) ) ( NP ( NP ) ( VP ) ) ),5.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,"Tell me, are the burglar alarms in office are malfunctioning","[['location', 'office']]",0,ParaQuality,0.549027,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),"( S ( S ( VP ) ) ( , ) ( VBP ) ( NP ( NP ) ( PP ) ) ( VP ( VBP ) ( VP ) ) )",12.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Are the burglar alarms in our office not working well?,"[['location', 'office']]",1,ParaQuality,0.60567594,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( NP ) ( PP ) ) ( RB ) ( VP ( VBG ) ( ADVP ) ) ( . ) ),7.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Do the burglar alarms malfunction in the office?,"[['location', 'office']]",1,ParaQuality,0.67684835,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ) ( VP ( NNS ) ( VP ) ) ( . ) ),6.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Are the burglar alarms malfunctioning in the office?,"[['location', 'office']]",1,ParaQuality,0.72597843,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( VP ( VBG ) ( PP ) ) ( . ) ),4.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Do the burglar alarms in the office malfunction?,"[['location', 'office']]",1,ParaQuality,0.7137954,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ) ( VP ( NNS ) ( PP ) ) ( . ) ),6.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Are the office burglar alarms working?,"[['location', 'office']]",1,ParaQuality,0.5583307,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NN ) ( NNS ) ) ( VP ( VBG ) ) ( . ) ),4.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Are the burglar alarms in the office not working?,"[['location', 'office']]",1,ParaQuality,0.67827123,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( RB ) ( VP ( VBG ) ) ( . ) ),1.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Are the burglar alarms in the office broken?,"[['location', 'office']]",1,ParaQuality,0.66271794,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBN ) ) ( . ) ),1.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Do you know if the burglar alarms in the office work?,"[['location', 'office']]",1,ParaQuality,0.52482307,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( SBAR ) ) ( . ) ),8.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Are the burglar alarms in the office having glitches?,"[['location', 'office']]",1,ParaQuality,0.6450263,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ( NP ) ) ( . ) ),1.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Are the burglar alarms in the office not working?,"[['location', 'office']]",1,ParaQuality,0.67827123,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( RB ) ( VP ( VBG ) ) ( . ) ),1.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Are the burglar alarms in the office flawed?,"[['location', 'office']]",1,ParaQuality,0.62603927,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( ADJP ( VBN ) ) ( . ) ),2.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Are the burglar alarms in the office working perfectly?,"[['location', 'office']]",1,ParaQuality,0.617004,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ( ADVP ) ) ( . ) ),1.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Are the burglar alarms in the office broken down?,"[['location', 'office']]",1,ParaQuality,0.62662834,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBN ) ( PRT ) ) ( . ) ),2.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,Are the burglar alarms in the office spoiled?,"[['location', 'office']]",1,ParaQuality,0.6079274,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBN ) ) ( . ) ),1.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,are the burglars alarms in the office not working?,"[['location', 'office']]",1,ParaQuality,0.58648974,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NNS ) ) ( VP ( NNS ) ( PP ) ( S ) ) ( . ) ),6.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,are the burglars alarms in the office good?,"[['location', 'office']]",1,ParaQuality,0.5081591,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NNS ) ) ( VP ( NNS ) ( PP ) ( ADJP ) ) ( . ) ),7.0,False,True
5,CheckDevice,Are the burglar alarms in the office malfunctioning ?,are the burglars alarms in the office working properly?,"[['location', 'office']]",1,ParaQuality,0.5486781,( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),( SQ ( VBP ) ( NP ( DT ) ( NNS ) ) ( VP ( NNS ) ( PP ) ( VP ) ) ( . ) ),6.0,False,True
6,CheckDevice,Is the TV in the house off ?,is the TV switched off in the house?,"[['device', 'TV']]",1,ParaQuality,0.57973516,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBZ ) ( NP ( NP ) ( VP ) ) ( . ) ),7.0,False,True
6,CheckDevice,Is the TV in the house off ?,is the tv off in the house?,"[['device', 'TV']]",1,ParaQuality,0.6009044,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBZ ) ( NP ( NP ) ( ADVP ) ( PP ) ) ( . ) ),8.0,False,True
6,CheckDevice,Is the TV in the house off ?,Is the TV in the house on or off?,"[['device', 'TV']]",1,ParaQuality,0.52829254,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( ADVP ( RB ) ( CC ) ( RB ) ) ( . ) ),4.0,False,True
6,CheckDevice,Is the TV in the house off ?,Is the TV inside the house off?,"[['device', 'TV']]",1,ParaQuality,0.656372,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( ADVP ( RB ) ) ( . ) ),2.0,False,True
6,CheckDevice,Is the TV in the house off ?,Does the TV swift off in the house?,"[['device', 'TV']]",0,ParaQuality,0.5112369,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( VP ( VB ) ( PRT ) ( PP ) ) ( . ) ),6.0,False,True
6,CheckDevice,Is the TV in the house off ?,Does the TV in the house swift off?,"[['device', 'TV']]",1,ParaQuality,0.5795939,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBZ ) ( NP ( NP ) ( PP ) ) ( VP ( VB ) ( PRT ) ) ( . ) ),7.0,False,True
6,CheckDevice,Is the TV in the house off ?,Is the TV in the house switched off?,"[['device', 'TV']]",1,ParaQuality,0.616921,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),( SQ ( VBZ ) ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( PRT ) ) ( . ) ),7.0,False,True
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,any cheap hotel for 2 near Seattle for tomorrow,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.5284313,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( DT ) ( JJ ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PP ( IN ) ( NP ) ) ),5.0,False,True
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,search a budget hotel near Seattle for tomorrow for 2,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.5559239,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ) ),7.0,False,True
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Any recommendation for a low price hotel near Seattle for tomorrow for 2,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.55352277,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ),1.0,False,True
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Suggest an inexpensive hotel near Seattle for tomorrow for 2,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.5969839,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),6.0,False,True
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Suggest a cheap hotel near seattle for tomorrow for 2,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.5795805,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ) ),6.0,False,True
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Find a low-priced hotel near seattle for tomorrow for 2,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.5722976,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ( PP ) ) ),8.0,False,True
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Any idea of an expensive hotel near Seattle for 2 people tomorrow?,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.51088095,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( NP ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( . ) ),2.0,False,True
7,FindHotel,Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Is there an expensive hotel near Seattle for 2 people tomorrow?,"[['location', 'Seattle'], ['num_of_guests', '2']]",1,ParaQuality,0.50005543,( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ( PP ) ( NP ) ) ( . ) ),9.0,False,True
8,FindHotel,Are there any cheap hotels for 7-day stay somewhere near Riverside,Are there any inexpensive hotels for a 7-day stay somewhere near Riverside,"[['location', 'Riverside'], ['stay_length', '7-day']]",1,ParaQuality,0.7815513,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( ADVP ( RB ) ( IN ) ( NP ) ) ),( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ),4.0,False,True
